id,pair_id,family,representation,evaluation_kind,model,effort,response_id,status,error,input_tokens,output_tokens,total_tokens,duration_s,response_path
constrained_030_commonchem,constrained_030,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_087c80c1c05077770169faa952fc2881908a4c6c4921a10067,ok,,461,1704,2165,24.299,outputs/responses/constrained_030_commonchem.txt
constrained_029_moljson,constrained_029,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0cac99ce1cfed5f10169faa951b3308196811dc9bb31d634e7,ok,,732,1333,2065,26.912,outputs/responses/constrained_029_moljson.txt
constrained_028_moljson,constrained_028,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_03d5b78a2bef9e740169faa94d618c8194879ba95643b3b4c9,ok,,732,1819,2551,32.644,outputs/responses/constrained_028_moljson.txt
constrained_031_commonchem,constrained_031,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_084c26d3fc619af20169faa95d39a48196ad0ac6e12b16f512,ok,,461,1271,1732,17.774,outputs/responses/constrained_031_commonchem.txt
constrained_026_commonchem,constrained_026,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_01e53cf557c008250169faa94739c88194a43657954d43789c,ok,,461,2356,2817,40.906,outputs/responses/constrained_026_commonchem.txt
constrained_035_moljson,constrained_035,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_092de7ad3bfaa4050169faa9698630819583de574dcce8d177,ok,,739,651,1390,9.063,outputs/responses/constrained_035_moljson.txt
constrained_037_moljson,constrained_037,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_099c947c221da92a0169faa96e05bc81959a3870c9cc21295c,ok,,732,736,1468,11.253,outputs/responses/constrained_037_moljson.txt
constrained_034_moljson,constrained_034,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_092ea2a524d0e9920169faa966b1e48190b48601374aa0b169,ok,,739,1260,1999,19.165,outputs/responses/constrained_034_moljson.txt
constrained_034_commonchem,constrained_034,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_07d45ee0714f76410169faa968ebac819598424bc0c05fcaf3,ok,,468,1313,1781,19.214,outputs/responses/constrained_034_commonchem.txt
constrained_032_commonchem,constrained_032,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0d73c9edc8db2ec60169faa9602f6c81938f8e0e12f5b05854,ok,,468,1470,1938,27.723,outputs/responses/constrained_032_commonchem.txt
constrained_035_commonchem,constrained_035,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0296c3f6af8335290169faa96b183c8193bb4f587554193258,ok,,468,993,1461,20.366,outputs/responses/constrained_035_commonchem.txt
constrained_037_commonchem,constrained_037,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0cc80e7331d0726c0169faa96f073481909efd0685d7d792e4,ok,,461,1193,1654,17.624,outputs/responses/constrained_037_commonchem.txt
constrained_033_moljson,constrained_033,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0912ff2a14fb1d8e0169faa96321808196b73fb5f458ffc3ea,ok,,732,1788,2520,29.547,outputs/responses/constrained_033_moljson.txt
constrained_038_commonchem,constrained_038,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0fb8cbff4c37152b0169faa97294148194916dbe9ca9cb5747,ok,,468,999,1467,14.508,outputs/responses/constrained_038_commonchem.txt
constrained_036_moljson,constrained_036,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0d7b9aeb486934730169faa96b4f148196a79d5426c6133633,ok,,732,1662,2394,25.422,outputs/responses/constrained_036_moljson.txt
constrained_033_commonchem,constrained_033,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_01f084fcebbeb4da0169faa965e0f881938963773aa3fd94aa,ok,,461,2414,2875,37.418,outputs/responses/constrained_033_commonchem.txt
constrained_042_moljson,constrained_042,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_003cba86082a08b70169faa980ad0c8194b3ee3d493b6f1c39,ok,,739,768,1507,11.942,outputs/responses/constrained_042_moljson.txt
constrained_039_moljson,constrained_039,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0f2caae07f4df9e30169faa97953c4819589be4c30d98f9bd3,ok,,732,1171,1903,19.586,outputs/responses/constrained_039_moljson.txt
constrained_036_commonchem,constrained_036,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_076c1c4dc7e2159a0169faa96ce9148197aab033d5e32e9d5e,ok,,461,2103,2564,33.306,outputs/responses/constrained_036_commonchem.txt
constrained_042_commonchem,constrained_042,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0e253060c2ea2b350169faa981162481958f52a7ae0df82040,ok,,468,931,1399,12.97,outputs/responses/constrained_042_commonchem.txt
constrained_039_commonchem,constrained_039,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0f6df63b0ebbd7420169faa979e8f88196855ad99c6ad463a9,ok,,461,1484,1945,22.245,outputs/responses/constrained_039_commonchem.txt
constrained_041_commonchem,constrained_041,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0757cc518df9eba90169faa980a93c81958c69ab0a0a66de3d,ok,,468,1054,1522,15.777,outputs/responses/constrained_041_commonchem.txt
constrained_040_commonchem,constrained_040,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0977d3fa6c882ea50169faa97bc4108194a04fab8e8ed28bf7,ok,,468,1426,1894,23.032,outputs/responses/constrained_040_commonchem.txt
constrained_038_moljson,constrained_038,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0138ddc32804a89a0169faa9701ad88197bb233d6ca803bce6,ok,,739,1829,2568,34.986,outputs/responses/constrained_038_moljson.txt
constrained_041_moljson,constrained_041,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0522b38ebefb1bb90169faa98455e88194bde5dcc73d28514d,ok,,739,847,1586,20.622,outputs/responses/constrained_041_moljson.txt
constrained_043_moljson,constrained_043,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_013a9162c05483bb0169faa984bb748195bce71bad1a3043e3,ok,,739,1029,1768,15.734,outputs/responses/constrained_043_moljson.txt
constrained_040_moljson,constrained_040,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0bfd781de51395210169faa97ac83881939c14b6a518d88a7f,ok,,739,2138,2877,35.972,outputs/responses/constrained_040_moljson.txt
constrained_047_moljson,constrained_047,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0f3d1931179b4b780169faa992d03c8197b10a2cd313d8cc66,ok,,739,861,1600,12.365,outputs/responses/constrained_047_moljson.txt
constrained_043_commonchem,constrained_043,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_05f0b129265cd9ee0169faa98b4d64819783548cfa16429a3f,ok,,468,1318,1786,21.69,outputs/responses/constrained_043_commonchem.txt
constrained_046_moljson,constrained_046,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_099746401c138b1c0169faa9901a80819388a09d510a8abf37,ok,,739,1100,1839,17.963,outputs/responses/constrained_046_moljson.txt
constrained_049_moljson,constrained_049,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0da26b0d6d8697360169faa99eb5048196b7753cfe61f4bb08,ok,,717,258,975,3.944,outputs/responses/constrained_049_moljson.txt
constrained_045_moljson,constrained_045,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0d85d4ec67f093050169faa98e31c88195bce333bf7832d293,ok,,732,1441,2173,21.97,outputs/responses/constrained_045_moljson.txt
constrained_046_commonchem,constrained_046,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0c04639d59b47b6c0169faa99224908193b1ff9c0c5d99f9a4,ok,,468,1010,1478,19.597,outputs/responses/constrained_046_commonchem.txt
constrained_047_commonchem,constrained_047,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0cf2f8f89e5b427d0169faa99344488190a181c8dfb7e75548,ok,,468,1399,1867,19.78,outputs/responses/constrained_047_commonchem.txt
constrained_049_commonchem,constrained_049,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0efc4fdb93312ec60169faa99f27b88197b7c77a702cb087f2,ok,,446,537,983,7.821,outputs/responses/constrained_049_commonchem.txt
constrained_045_commonchem,constrained_045,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0e19103be6c103e40169faa98e0b948190aa361a3be00471ba,ok,,461,1927,2388,28.064,outputs/responses/constrained_045_commonchem.txt
constrained_048_moljson,constrained_048,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_01c9de11a1033d060169faa994aec88193b6483bf104b5c9a3,ok,,732,1222,1954,22.677,outputs/responses/constrained_048_moljson.txt
constrained_044_moljson,constrained_044,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0fba84a133c2e0e90169faa98caa10819386434562cd1ed05b,ok,,732,1893,2625,31.659,outputs/responses/constrained_044_moljson.txt
constrained_050_moljson,constrained_050,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_01c5a269b252ac930169faa9a0fb5c8194be6400046e07a0b3,ok,,717,908,1625,11.356,outputs/responses/constrained_050_moljson.txt
constrained_053_moljson,constrained_053,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0dcdcb22815b0e360169faa9a6fc98819788529a5e5b7fc876,ok,,717,557,1274,6.54,outputs/responses/constrained_053_moljson.txt
constrained_048_commonchem,constrained_048,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_06c9c691bdbb624d0169faa994737881949b02a17454c06a0a,ok,,461,1707,2168,25.992,outputs/responses/constrained_048_commonchem.txt
constrained_051_moljson,constrained_051,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0f163fa9a35aea550169faa9a2ab30819680f2dded5e108ca5,ok,,717,919,1636,11.806,outputs/responses/constrained_051_moljson.txt
constrained_044_commonchem,constrained_044,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0d7a5047ad56a50f0169faa98cdef48194abc0e4f0a556a12e,ok,,461,2382,2843,34.51,outputs/responses/constrained_044_commonchem.txt
constrained_052_moljson,constrained_052,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_08e773811b2a0b6f0169faa9a5528081939fc8ccd08999fb0e,ok,,717,891,1608,12.405,outputs/responses/constrained_052_moljson.txt
constrained_050_commonchem,constrained_050,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0cc106260e6f55760169faa9a2106c8190940a3beacf763567,ok,,446,1357,1803,15.775,outputs/responses/constrained_050_commonchem.txt
constrained_051_commonchem,constrained_051,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_06a3b5c659794e680169faa9a3e46c819394528c21b5841c85,ok,,446,1038,1484,14.078,outputs/responses/constrained_051_commonchem.txt
constrained_055_moljson,constrained_055,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_07c7875477b0fc3a0169faa9ac55fc8196ac284de3d036d12d,ok,,717,543,1260,7.373,outputs/responses/constrained_055_moljson.txt
constrained_053_commonchem,constrained_053,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0f55a5ddb0b1c96e0169faa9aa1c488193abd26eab4a09f986,ok,,446,801,1247,10.19,outputs/responses/constrained_053_commonchem.txt
constrained_055_commonchem,constrained_055,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_08dc675a7e46e9350169faa9ad90e88196a2aecadc3c70dbb1,ok,,446,661,1107,8.008,outputs/responses/constrained_055_commonchem.txt
constrained_052_commonchem,constrained_052,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0041ccd9029c68f50169faa9a6dcbc8194849bf3c15fd4c68b,ok,,446,1244,1690,14.964,outputs/responses/constrained_052_commonchem.txt
constrained_054_moljson,constrained_054,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0c117245f37bc9e90169faa9aa96f081938a5cfd61ec90ca20,ok,,717,873,1590,11.965,outputs/responses/constrained_054_moljson.txt
constrained_054_commonchem,constrained_054,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0ccf835728748ba40169faa9ac45d881969312f7e5c6d6050b,ok,,446,1182,1628,13.554,outputs/responses/constrained_054_commonchem.txt
constrained_057_moljson,constrained_057,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0f89dcff0aff16d40169faa9af67508194af71dc322a2aa1ec,ok,,717,1011,1728,12.145,outputs/responses/constrained_057_moljson.txt
constrained_058_moljson,constrained_058,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0cd6d3200eac908f0169faa9b1d7648195ad396e48194289a5,ok,,717,709,1426,9.839,outputs/responses/constrained_058_moljson.txt
constrained_056_moljson,constrained_056,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0b8e5a25c71857fd0169faa9aebfb48197bac00f29b8ca1215,ok,,717,713,1430,14.047,outputs/responses/constrained_056_moljson.txt
constrained_056_commonchem,constrained_056,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0b4ed1e8fd7744e50169faa9ae747c81958a55ab0ae58c5e2d,ok,,446,1122,1568,14.489,outputs/responses/constrained_056_commonchem.txt
constrained_059_moljson,constrained_059,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_00a5fb0f3b6782730169faa9b3ce008196917032c51fe3c68e,ok,,717,734,1451,10.687,outputs/responses/constrained_059_moljson.txt
constrained_058_commonchem,constrained_058,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_08da199e0c9ac3b70169faa9b22b008194bfaabd6f6d2af35b,ok,,446,893,1339,12.637,outputs/responses/constrained_058_commonchem.txt
constrained_061_moljson,constrained_061,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0ad22bd28eb8364e0169faa9b68fb08196b8ca53d79da294f0,ok,,717,453,1170,8.164,outputs/responses/constrained_061_moljson.txt
constrained_060_moljson,constrained_060,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_08f9733706f59df80169faa9b5b09c8194b50718fd7936cb65,ok,,717,785,1502,9.792,outputs/responses/constrained_060_moljson.txt
constrained_057_commonchem,constrained_057,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_019a5e224413f82a0169faa9b094bc8193903ed4f94911b7f7,ok,,446,1284,1730,15.1,outputs/responses/constrained_057_commonchem.txt
constrained_059_commonchem,constrained_059,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0b6d10f558ca5c320169faa9b472d88195b492b0ff69f2328b,ok,,446,1140,1586,15.096,outputs/responses/constrained_059_commonchem.txt
constrained_062_moljson,constrained_062,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_05212a2b21545d460169faa9bb89648197aba3a6a41d962717,ok,,717,504,1221,8.312,outputs/responses/constrained_062_moljson.txt
constrained_061_commonchem,constrained_061,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0b12db4f5eefd9140169faa9b9d74c81969c4aebfec414c266,ok,,446,606,1052,10.411,outputs/responses/constrained_061_commonchem.txt
constrained_062_commonchem,constrained_062,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0674a755a2f4018c0169faa9bbba148195a2daf1ad98fe5e76,ok,,446,692,1138,9.92,outputs/responses/constrained_062_commonchem.txt
constrained_060_commonchem,constrained_060,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0ce50191da0ce9880169faa9b5d4b48195995cb2cf07ed69a4,ok,,446,1206,1652,16.869,outputs/responses/constrained_060_commonchem.txt
constrained_065_moljson,constrained_065,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0a13c5d9a3ef5f5a0169faa9bebab481949f00a7b2203451ce,ok,,717,721,1438,9.154,outputs/responses/constrained_065_moljson.txt
constrained_063_moljson,constrained_063,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_01c2c4644aaf698b0169faa9bc8154819594875fa12a7a23bb,ok,,717,906,1623,11.993,outputs/responses/constrained_063_moljson.txt
constrained_064_moljson,constrained_064,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0486e65a96a5f17f0169faa9be63a48194b518a0109041a1a5,ok,,717,1000,1717,13.486,outputs/responses/constrained_064_moljson.txt
constrained_066_moljson,constrained_066,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0983571c256b1c060169faa9bf7f908197a545afc6c0c970b5,ok,,717,848,1565,12.942,outputs/responses/constrained_066_moljson.txt
constrained_067_moljson,constrained_067,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0a1bc94404dbda040169faa9c3d4488197ba436e2bb38229aa,ok,,717,717,1434,9.192,outputs/responses/constrained_067_moljson.txt
constrained_063_commonchem,constrained_063,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_06c6857e753284e10169faa9bd10c88193adc9d17383642fbd,ok,,446,1402,1848,16.631,outputs/responses/constrained_063_commonchem.txt
constrained_065_commonchem,constrained_065,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_066c20a455a86a6a0169faa9bf55bc8194b661778d6f8eb4c7,ok,,446,1008,1454,14.283,outputs/responses/constrained_065_commonchem.txt
constrained_064_commonchem,constrained_064,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_00ca7b6d431a525f0169faa9be990c8196bf382856397feae1,ok,,446,1479,1925,17.789,outputs/responses/constrained_064_commonchem.txt
constrained_069_moljson,constrained_069,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_00e74a5808891cde0169faa9c7e344819589cf0679632cf375,ok,,717,686,1403,10.894,outputs/responses/constrained_069_moljson.txt
constrained_068_moljson,constrained_068,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_02f1795d10740b6a0169faa9c5cd688193aca0eb7c4c787720,ok,,717,990,1707,13.441,outputs/responses/constrained_068_moljson.txt
constrained_067_commonchem,constrained_067,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0d21b33c4189a1bf0169faa9c4830881978311d41f5906b19c,ok,,446,879,1325,15.408,outputs/responses/constrained_067_commonchem.txt
constrained_069_commonchem,constrained_069,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0259c9f5a9391c670169faa9c87e5c819688b16915da52a30c,ok,,446,910,1356,12.357,outputs/responses/constrained_069_commonchem.txt
constrained_066_commonchem,constrained_066,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_095bcbf319e5045c0169faa9c36c188195b7e74f293bf293d4,ok,,446,1205,1651,17.926,outputs/responses/constrained_066_commonchem.txt
constrained_071_moljson,constrained_071,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0bdf5d95a49a62ef0169faa9cd07f881959da7f1721b0a1223,ok,,717,693,1410,9.147,outputs/responses/constrained_071_moljson.txt
constrained_072_moljson,constrained_072,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_036177770202b0170169faa9cdb6488190a8b6c232c96794a4,ok,,717,681,1398,8.601,outputs/responses/constrained_072_moljson.txt
constrained_068_commonchem,constrained_068,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0505c75cf520fbad0169faa9c6b3848195b3d6ae5cf2f7d106,ok,,446,1294,1740,15.887,outputs/responses/constrained_068_commonchem.txt
constrained_070_moljson,constrained_070,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_07f69111ad0914550169faa9cbe2948196b2888fa911aef414,ok,,717,643,1360,11.346,outputs/responses/constrained_070_moljson.txt
constrained_070_commonchem,constrained_070,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0e6d31f76a861ecb0169faa9cc6dc881909717b112c0d7e618,ok,,446,940,1386,13.559,outputs/responses/constrained_070_commonchem.txt
constrained_071_commonchem,constrained_071,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_021388e85618b48b0169faa9cd937081908bf3710b879eaa34,ok,,446,913,1359,13.614,outputs/responses/constrained_071_commonchem.txt
constrained_072_commonchem,constrained_072,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_04c73ea35b80df7c0169faa9d061ec81909b81be89530d4f51,ok,,446,969,1415,12.353,outputs/responses/constrained_072_commonchem.txt
constrained_073_moljson,constrained_073,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0f1622aff57a23060169faa9d2c41881949dfa73f60507cbd0,ok,,729,792,1521,13.486,outputs/responses/constrained_073_moljson.txt
constrained_074_moljson,constrained_074,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0c93a27adfbf46620169faa9d3c0608190971842a24d8140cc,ok,,729,1056,1785,14.536,outputs/responses/constrained_074_moljson.txt
constrained_074_commonchem,constrained_074,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_016b1cf325c9fd350169faa9d4db508193a4e568e573872359,ok,,458,1653,2111,22.939,outputs/responses/constrained_074_commonchem.txt
constrained_073_commonchem,constrained_073,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0b3cd023ec0fee570169faa9d353cc81968bb8fa35df88c13f,ok,,458,1497,1955,25.014,outputs/responses/constrained_073_commonchem.txt
constrained_076_moljson,constrained_076,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0540f70d458966a40169faa9d63acc8195b44d053b37f8cfc8,ok,,736,1402,2138,22.847,outputs/responses/constrained_076_moljson.txt
constrained_075_commonchem,constrained_075,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_04fbc13233e592280169faa9d62e7c8193b5f645e93ce81d2a,ok,,465,1720,2185,24.283,outputs/responses/constrained_075_commonchem.txt
constrained_078_moljson,constrained_078,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0ebef8a48c8c09a90169faa9db52f0819683c781d33054e94f,ok,,729,1179,1908,20.669,outputs/responses/constrained_078_moljson.txt
constrained_076_commonchem,constrained_076,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0019d971d41d60bd0169faa9d6992c819087bfeaa996d9c326,ok,,465,1735,2200,28.885,outputs/responses/constrained_076_commonchem.txt
constrained_075_moljson,constrained_075,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0be437c99c103e980169faa9d556e88193b90e1237e770c472,ok,,736,1831,2567,30.997,outputs/responses/constrained_075_moljson.txt
constrained_078_commonchem,constrained_078,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0ab5a26ebcc021de0169faa9dcbd3c8197972f7fb02c392134,ok,,458,1690,2148,25.683,outputs/responses/constrained_078_commonchem.txt
constrained_079_commonchem,constrained_079,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_065b5eea7d5e68650169faa9e22c7c81978f5c3c9351e9b0f0,ok,,458,1629,2087,25.54,outputs/responses/constrained_079_commonchem.txt
constrained_079_moljson,constrained_079,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_016cb94ab6d90e160169faa9e049d081908df7f54b11ae9bee,ok,,729,1927,2656,31.066,outputs/responses/constrained_079_moljson.txt
constrained_080_commonchem,constrained_080,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_03d2712b5b4350ce0169faa9ec11188193a3bd4173164a87e2,ok,,465,1380,1845,22.482,outputs/responses/constrained_080_commonchem.txt
constrained_083_moljson,constrained_083,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0bda18638ded673d0169faa9f48e9c81939227288fe2f83a0c,ok,,736,1112,1848,16.202,outputs/responses/constrained_083_moljson.txt
constrained_082_moljson,constrained_082,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0d2833a3842532d00169faa9efdf408195b504e287e207ccfd,ok,,729,1343,2072,20.672,outputs/responses/constrained_082_moljson.txt
constrained_080_moljson,constrained_080,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0be3ae0e05e2fea80169faa9ebca608195bc4e0a5d44840728,ok,,736,1435,2171,25.492,outputs/responses/constrained_080_moljson.txt
constrained_077_moljson,constrained_077,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_061840393c90c6970169faa9d736bc8197af9446add7b9172e,ok,,736,2686,3422,46.251,outputs/responses/constrained_077_moljson.txt
constrained_077_commonchem,constrained_077,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0e336252cdf5d3a10169faa9da03d881909f4d7af69e5d981f,ok,,465,2727,3192,44.533,outputs/responses/constrained_077_commonchem.txt
constrained_083_commonchem,constrained_083,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_085d44b96c98f0aa0169faa9f66cc08194872dd1bf25d52b56,ok,,465,1286,1751,18.367,outputs/responses/constrained_083_commonchem.txt
constrained_081_commonchem,constrained_081,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0c86ace851d3cb7c0169faa9ee78688193b997ae3f568c945d,ok,,465,1989,2454,29.568,outputs/responses/constrained_081_commonchem.txt
constrained_081_moljson,constrained_081,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_01b33e0b775b23e70169faa9ed18c481968dcdf7481c5c3981,ok,,736,1650,2386,31.866,outputs/responses/constrained_081_moljson.txt
constrained_084_moljson,constrained_084,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_076267d1a31496490169faa9fbc4a08197b1649247e6adcc37,ok,,736,1178,1914,17.341,outputs/responses/constrained_084_moljson.txt
constrained_082_commonchem,constrained_082,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_05ac758ca66fc0ec0169faa9f385448193baaaced21c0b4307,ok,,458,1808,2266,26.107,outputs/responses/constrained_082_commonchem.txt
constrained_086_commonchem,constrained_086,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0af0f2f90cec35bf0169faaa05458881979008552089584be8,ok,,458,931,1389,14.018,outputs/responses/constrained_086_commonchem.txt
constrained_086_moljson,constrained_086,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_081a08c6f70a09720169faaa0490508193b1d8ab060a45f20b,ok,,729,952,1681,15.037,outputs/responses/constrained_086_moljson.txt
constrained_087_moljson,constrained_087,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0432b20c1a560fba0169faaa0580c88196abef1bbd8e94a4e6,ok,,729,1162,1891,17.677,outputs/responses/constrained_087_moljson.txt
constrained_088_moljson,constrained_088,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0f0a9bcd9113c8680169faaa08ca488196a68ca70cb807ccc1,ok,,736,1066,1802,16.837,outputs/responses/constrained_088_moljson.txt
constrained_084_commonchem,constrained_084,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_02e2f4199c03c43b0169faa9ff54988197adf8ae97ac9d86f9,ok,,465,1734,2199,27.503,outputs/responses/constrained_084_commonchem.txt
constrained_087_commonchem,constrained_087,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_012a0973171878670169faaa068c38819485ada79e90644fda,ok,,458,1423,1881,21.274,outputs/responses/constrained_087_commonchem.txt
constrained_088_commonchem,constrained_088,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0976b9578b06e7e00169faaa0c0ab48196ba48a07c6b9c5dc7,ok,,465,1134,1599,17.655,outputs/responses/constrained_088_commonchem.txt
constrained_090_moljson,constrained_090,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0f749c90faf20d220169faaa0dcd388195aeb17b0d5264aac9,ok,,736,1084,1820,16.542,outputs/responses/constrained_090_moljson.txt
constrained_089_moljson,constrained_089,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0a6ed4ffa8c6b7fb0169faaa0cf6348197906052d21cd6f508,ok,,736,1089,1825,17.883,outputs/responses/constrained_089_moljson.txt
constrained_085_commonchem,constrained_085,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_08c24c1da56529df0169faaa04919081949c4a736f954b424a,ok,,465,1969,2434,30.497,outputs/responses/constrained_085_commonchem.txt
